inputs_pretokenized,targets_pretokenized,dataset
"Identify the part of speech of 'imagine'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'tend'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'insist'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'recommend'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'establish'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'sing'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'conduct'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'enable'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'disappear'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'represent'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'flee'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'adopt'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'suppose'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'listen'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'authorize'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'promote'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'constitute'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'solve'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'complain'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'deserve'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'apply'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'succeed'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'differ'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'approve'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'perceive'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'compete'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'resemble'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'accuse'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'detect'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'exceed'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'pray'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'perform'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'suggest'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'avoid'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'refer'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'grin'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'entitle'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'wipe'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'argue'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'borrow'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'deny'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'assign'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'forbid'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'grasp'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'obey'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'transform'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'resent'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'compose'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'qualify'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'proclaim'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'secede'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'inspect'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'satisfy'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'contribute'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'assume'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'deem'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'expect'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'injure'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'compare'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'incur'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'choose'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'examine'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'restore'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'advise'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'confess'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'punish'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'depend'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'perpetuate'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'enjoy'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'dwindle'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'abolish'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'hesitate'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'understand'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'preach'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'explain'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'inflict'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'amend'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'overcome'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'comply'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'baptize'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'chuckle'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'appoint'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'accompany'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'contemplate'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'exclaim'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'lurk'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'admire'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'survive'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'disturb'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'characterize'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'tighten'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'join'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'excite'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'halt'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'violate'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'heed'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'writhe'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'donate'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'intersect'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'replace'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'expand'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'ignore'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'adapt'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'impart'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'enforce'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'flatter'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'vary'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'disclose'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'dilate'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'surround'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'confide'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'motivate'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'submit'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'shine'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'replenish'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'vanish'. Select your answer with the associated letter. 
Choices: 
a. noun
b. verb
c. adjective
d. adverb",b,dataset3
"Identify the part of speech of 'entitled'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'biological'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'insane'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'historical'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'surprising'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'porous'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'subjective'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'analytic'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'experienced'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'erect'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'bearded'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'lovely'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'balanced'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'frantic'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'higher'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'incredible'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'youthful'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'enthusiastic'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'humorous'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'pseudo'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'responsible'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'cultural'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'gigantic'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'parasympathetic'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'identical'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'negro'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'tough'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'bigger'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'widespread'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'tired'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'unaware'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'naval'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'spontaneous'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'meaningful'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'severe'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'grim'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'indefinite'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'violent'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'vulnerable'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'unmolested'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'arbitrary'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'lunar'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'charming'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'trained'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'corresponding'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",2,dataset4
"Identify the part of speech of 'again'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'probably'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'sometimes'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'therefore'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'suddenly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'soon'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'rather'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'thus'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'obviously'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'finally'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'recently'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'previously'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'fully'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'once'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'practically'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'approximately'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'slightly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'gradually'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'greatly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'twice'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'properly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'continually'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'simultaneously'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'normally'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'i.e.'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'furthermore'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'everywhere'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'seriously'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'strongly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'respectively'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'surely'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'automatically'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'increasingly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'rarely'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'presumably'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'successfully'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'thereby'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'vaguely'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'equally'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'absolutely'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'openly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'specifically'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'regardless'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'though'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'anymore'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'generally'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'chiefly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'reasonably'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'barely'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'repeatedly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'completely'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'briefly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
"Identify the part of speech of 'newly'. Select your answer with the associated number. 
Choices: 
0. noun
1. verb
2. adjective
3. adverb",3,dataset4
